4.552506626580513860e+00,1.403742652668360291e+00
1.002410524130633446e-02,1.456282834056632502e+00
-5.825825373780743090e-03,9.031954615535932041e-01
5.222953075572339010e+00,1.426712961521198197e+00
4.375424458822398388e-01,3.472256819483041657e-01
5.192197266098618202e-01,3.466857322670496844e-01
-3.070042011507282953e-01,1.580942608470436550e+00
4.552506626580513860e+00,1.403742652668360291e+00
1.002410524130633446e-02,1.456282834056632502e+00
-5.825825373780743090e-03,9.031954615535932041e-01
5.222953075572339010e+00,1.426712961521198197e+00
4.552506626580513860e+00,1.403742652668360291e+00
1.002410524130633446e-02,1.456282834056632502e+00
-5.825825373780743090e-03,9.031954615535932041e-01
5.222953075572339010e+00,1.426712961521198197e+00
4.375424458822398388e-01,3.472256819483041657e-01
5.192197266098618202e-01,3.466857322670496844e-01
-3.070042011507282953e-01,1.580942608470436550e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
