2.513211314126838829e+02,3.197553671379912998e+02
7.080969426644717277e-04,1.265875164031107225e+00
0.000000000000000000e+00,1.000000000000000000e+00
4.183517870123532134e+02,4.832618984169233727e+02
1.035682751576779553e-01,4.815575738924661731e-01
1.682753909291442307e-01,5.489217812070212865e-01
-1.239004420906835380e+00,5.617658515892692606e+00
2.513211314126838829e+02,3.197553671379912998e+02
7.080969426644717277e-04,1.265875164031107225e+00
0.000000000000000000e+00,1.000000000000000000e+00
4.183517870123532134e+02,4.832618984169233727e+02
2.513211314126838829e+02,3.197553671379912998e+02
7.080969426644717277e-04,1.265875164031107225e+00
0.000000000000000000e+00,1.000000000000000000e+00
4.183517870123532134e+02,4.832618984169233727e+02
1.035682751576779553e-01,4.815575738924661731e-01
1.682753909291442307e-01,5.489217812070212865e-01
-1.239004420906835380e+00,5.617658515892692606e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
