-4.323206469416618347e-02,1.114744022488594055e-01,2.169676125049591064e-02,5.293835699558258057e-02,-7.896906696259975433e-03,8.019544184207916260e-03,-1.404362730681896210e-03,-2.824194133281707764e-01,3.295446336269378662e-01,-1.531683802604675293e-01,4.269199073314666748e-01,-8.740358352661132812e-01,1.177015341818332672e-02,1.139339432120323181e-02,5.953961610794067383e-01,3.903214819729328156e-03,-2.680657431483268738e-03,7.651955238543450832e-04,6.420041620731353760e-02,3.706713020801544189e-02,4.233865812420845032e-02,3.371176868677139282e-02,1.714267581701278687e-01,-1.044555008411407471e-01,1.217759866267442703e-02,3.981593623757362366e-02,4.231067374348640442e-02,4.241318628191947937e-02,2.555260621011257172e-02
1.222094967961311340e-01,5.245332792401313782e-02,-2.794999815523624420e-02,-8.338689059019088745e-02,-6.161027401685714722e-02,4.023730754852294922e-02,-1.904181204736232758e-02,2.167352288961410522e-01,-2.646417319774627686e-01,8.825387805700302124e-03,1.945631057024002075e-01,7.571560740470886230e-01,-4.565748944878578186e-02,1.215311884880065918e-02,7.417581975460052490e-02,2.029967680573463440e-02,-9.318405389785766602e-02,7.004112936556339264e-03,-1.560793351382017136e-02,-2.429071441292762756e-02,9.025391936302185059e-02,8.647253364324569702e-02,-1.094309166073799133e-01,-1.143085956573486328e-02,-9.756989032030105591e-02,1.413926035165786743e-01,8.452735841274261475e-02,2.196781784296035767e-01,8.531139232218265533e-03
3.154657781124114990e-01,-1.273949742317199707e-01,6.913862377405166626e-02,4.145101830363273621e-02,5.130953341722488403e-02,-1.724189072847366333e-01,1.484247739426791668e-03,-1.673382520675659180e-01,-2.287738472223281860e-01,-1.934954822063446045e-01,-2.378371357917785645e-01,3.558042645454406738e-01,-1.791522651910781860e-01,1.479560583829879761e-01,-8.693341910839080811e-02,-3.058477304875850677e-02,-2.512788772583007812e-02,-2.383849117904901505e-03,-6.246643513441085815e-02,-4.005238879472017288e-03,3.485200181603431702e-02,1.783793093636631966e-03,-8.335673063993453979e-02,-4.362869262695312500e-02,-1.789393872022628784e-01,1.798412203788757324e-01,6.901244632899761200e-03,-4.901975765824317932e-02,-6.968671083450317383e-02
1.406006049364805222e-02,7.510198652744293213e-02,2.214028313755989075e-02,6.188580021262168884e-02,8.703043684363365173e-03,-5.468435585498809814e-02,1.293464843183755875e-02,1.177481636404991150e-01,3.442286252975463867e-01,3.746396601200103760e-01,-1.374828368425369263e-01,-3.284298777580261230e-01,-1.269743125885725021e-02,-4.797771945595741272e-02,-1.215132474899291992e-01,-8.086948655545711517e-03,9.770127508090808988e-05,-6.283602211624383926e-03,1.993633359670639038e-01,1.335824280977249146e-01,1.266612112522125244e-01,9.681124240159988403e-02,-3.611724078655242920e-02,-2.174040973186492920e-01,2.033716440200805664e-01,1.948167979717254639e-01,1.266420036554336548e-01,1.511124372482299805e-01,1.854651123285293579e-01
1.098491996526718140e-01,-1.219353973865509033e-01,3.034513629972934723e-02,-2.127750366926193237e-01,-1.782104000449180603e-02,-3.165022656321525574e-02,-2.484594238921999931e-03,-1.946024447679519653e-01,3.573088943958282471e-01,-3.395873308181762695e-01,-1.302844099700450897e-02,-3.294175118207931519e-02,1.067712306976318359e-01,7.370192557573318481e-02,-5.961256474256515503e-02,1.506276335567235947e-02,-2.610372938215732574e-02,-6.523123942315578461e-03,-1.130550354719161987e-02,-8.363285660743713379e-02,-4.836056008934974670e-02,-7.390353828668594360e-02,-2.164923772215843201e-02,2.232384979724884033e-01,1.301679294556379318e-02,-8.742123842239379883e-02,-5.719698965549468994e-02,-5.288123711943626404e-02,-8.942215889692306519e-02
-9.885408729314804077e-02,-5.414934158325195312e-01,-4.174124822020530701e-02,2.451072037220001221e-01,-8.888995274901390076e-03,-8.288342505693435669e-03,-2.169700339436531067e-03,-6.597812771797180176e-01,9.538189172744750977e-01,9.122885018587112427e-02,-6.927071809768676758e-01,2.562036514282226562e-01,-3.838695287704467773e-01,-4.840287193655967712e-02,1.571429222822189331e-01,-3.449971700320020318e-05,-1.574513851664960384e-03,5.072742933407425880e-04,-1.491984575986862183e-01,-1.769148260354995728e-01,-1.879791468381881714e-01,-1.977793425321578979e-01,-1.554404497146606445e-01,-3.306145966053009033e-02,-2.474001944065093994e-01,-1.831704527139663696e-01,-1.909137964248657227e-01,-1.762291491031646729e-01,-1.706607490777969360e-01
3.152230679988861084e-01,-1.178841963410377502e-01,5.696550011634826660e-02,-1.280186604708433151e-02,1.519591808319091797e-01,7.744216173887252808e-02,4.886141046881675720e-02,-1.266397982835769653e-01,-2.670058608055114746e-01,-1.736746430397033691e-01,4.614050965756177902e-03,2.570773661136627197e-01,-5.128256976604461670e-02,1.966987363994121552e-02,1.396395713090896606e-01,4.444106481969356537e-03,4.519298672676086426e-02,-6.023535132408142090e-02,3.854402527213096619e-02,-1.276710778474807739e-01,-2.823674976825714111e-01,-1.731428056955337524e-01,-1.347431540489196777e-02,-4.724322259426116943e-02,-6.521088071167469025e-03,-8.274360746145248413e-02,-3.109622001647949219e-01,-3.832303285598754883e-01,-1.172860935330390930e-01
-4.530761763453483582e-02,-8.313351124525070190e-02,1.441725436598062515e-02,7.131936401128768921e-02,3.127837181091308594e-02,-2.722647972404956818e-02,1.394733408233150840e-04,3.783908486366271973e-01,-4.383549094200134277e-01,4.824843704700469971e-01,5.782780051231384277e-02,1.071489453315734863e-01,-5.240511521697044373e-02,-6.159111112356185913e-02,1.924968212842941284e-01,-1.241735462099313736e-02,-1.158615667372941971e-02,7.635000627487897873e-03,1.714962422847747803e-01,2.015512883663177490e-01,1.988815665245056152e-01,1.915524154901504517e-01,4.253921806812286377e-01,2.374502718448638916e-01,3.809731006622314453e-01,2.071121633052825928e-01,2.046937346458435059e-01,2.616298496723175049e-01,2.279521673917770386e-01
2.855066657066345215e-01,1.850104928016662598e-01,-9.631889313459396362e-02,-1.192972138524055481e-01,9.286316111683845520e-03,7.163584232330322266e-02,3.645167127251625061e-02,8.540821075439453125e-02,2.735479176044464111e-02,-9.731161408126354218e-03,-3.563982546329498291e-01,5.058031678199768066e-01,-1.842717528343200684e-01,7.402683049440383911e-02,7.933301478624343872e-02,1.346466224640607834e-02,6.005973741412162781e-02,-2.227923646569252014e-02,5.791566967964172363e-01,7.194808870553970337e-02,-1.994537934660911560e-02,4.513721168041229248e-01,5.148666501045227051e-01,7.325205206871032715e-02,1.347837001085281372e-01,-1.494187951087951660e+00,6.330898404121398926e-02,-2.429894506931304932e-01,5.880861878395080566e-01
1.446136832237243652e-01,2.324057966470718384e-01,2.839134447276592255e-02,2.103807777166366577e-01,-1.380228716880083084e-02,-7.852995395660400391e-02,1.130772009491920471e-02,3.529530167579650879e-01,4.838149249553680420e-01,5.501604825258255005e-02,5.140740275382995605e-01,2.475339621305465698e-01,1.310873180627822876e-01,-2.094949968159198761e-02,4.303198754787445068e-01,-1.901539787650108337e-02,4.990893974900245667e-02,-1.409965753555297852e-02,7.926408946514129639e-02,2.112866640090942383e-01,3.152858912944793701e-01,2.512788474559783936e-01,5.196956396102905273e-01,-2.716203033924102783e-02,3.967188894748687744e-01,2.054974138736724854e-01,3.101527392864227295e-01,4.181267619132995605e-01,1.298206150531768799e-01
-3.445026278495788574e-02,2.135245352983474731e-01,2.348967790603637695e-01,4.090560600161552429e-02,-5.630487576127052307e-03,-8.106186985969543457e-03,-2.867269329726696014e-03,1.819513365626335144e-02,-3.181377649307250977e-01,-5.654312968254089355e-01,-5.354031454771757126e-03,-5.399054884910583496e-01,1.055403649806976318e-01,3.260246217250823975e-01,-5.624226927757263184e-01,4.257498367223888636e-04,2.750420244410634041e-03,1.648554578423500061e-03,-3.070709705352783203e-01,-2.916003465652465820e-01,-3.063682615756988525e-01,-3.046473264694213867e-01,-2.505814731121063232e-01,1.142135560512542725e-01,-1.093912124633789062e-01,-2.989820539951324463e-01,-3.044560551643371582e-01,-3.176338374614715576e-01,-3.288222551345825195e-01
1.713393777608871460e-01,1.202696040272712708e-01,-9.782655537128448486e-02,-1.895896345376968384e-02,-1.157808303833007812e-02,1.879431656561791897e-03,-1.470649149268865585e-03,3.861179947853088379e-01,-2.790291048586368561e-02,-3.604907989501953125e-01,3.522653579711914062e-01,3.409349322319030762e-01,1.444076187908649445e-02,-2.821795083582401276e-02,2.230718880891799927e-01,-1.398546737618744373e-04,5.522490013390779495e-03,-2.702451776713132858e-03,2.414583265781402588e-01,2.570641934871673584e-01,2.625451982021331787e-01,2.621820271015167236e-01,2.493126988410949707e-01,2.186586856842041016e-01,2.697521150112152100e-01,2.231393307447433472e-01,2.604395449161529541e-01,2.657354176044464111e-01,2.585034370422363281e-01
-7.354190200567245483e-02,2.972201704978942871e-01,-1.738544553518295288e-01,1.655035912990570068e-01,-8.725039660930633545e-02,1.159849613904953003e-01,4.160243645310401917e-02,2.109580188989639282e-01,5.446668267250061035e-01,3.453522920608520508e-02,-9.070777148008346558e-02,2.568127214908599854e-01,1.446285098791122437e-01,-2.140520513057708740e-01,2.354466617107391357e-01,-1.109292823821306229e-02,-7.260923832654953003e-02,-1.661307178437709808e-02,-3.480004966259002686e-01,1.033762469887733459e-02,-5.095965042710304260e-02,-1.505536139011383057e-01,1.181937828660011292e-01,1.676256358623504639e-01,8.790200203657150269e-02,-3.281540423631668091e-02,-3.432691469788551331e-02,8.102597296237945557e-02,-1.588498055934906006e-02
2.026231586933135986e-01,-7.409670948982238770e-02,1.557476371526718140e-01,-9.112667175941169262e-04,-9.129052050411701202e-03,2.946327626705169678e-02,-9.602038517186883837e-06,1.983315795660018921e-01,-3.381261825561523438e-01,1.350646722130477428e-03,-1.411603540182113647e-01,-2.251884341239929199e-01,-6.968440115451812744e-02,3.820002451539039612e-02,-3.196310400962829590e-01,-3.828631597571074963e-04,3.965671733021736145e-02,-3.009652951732277870e-03,7.242456823587417603e-02,8.335164748132228851e-03,4.951467365026473999e-02,5.177271738648414612e-02,1.658045202493667603e-01,-4.244881868362426758e-02,-8.386269211769104004e-02,-2.310430165380239487e-03,4.725009948015213013e-02,7.724667340517044067e-02,6.433524936437606812e-02
3.185753524303436279e-02,-1.067454218864440918e-01,-1.509383618831634521e-01,-9.816025942564010620e-02,-3.498800098896026611e-02,-3.277910873293876648e-02,-5.805098917335271835e-03,-5.868348479270935059e-02,-2.057489901781082153e-01,2.143676877021789551e-01,-5.703353285789489746e-01,-4.495669305324554443e-01,-1.486467476934194565e-02,-1.238646637648344040e-02,-7.830823063850402832e-01,-2.272854471812024713e-04,-1.309407129883766174e-02,4.597915802150964737e-03,-2.440919131040573120e-01,-1.290794312953948975e-01,-1.493878960609436035e-01,-1.995810717344284058e-01,-9.971588850021362305e-02,-8.031632006168365479e-02,-1.576201468706130981e-01,-1.928388327360153198e-01,-1.504776477813720703e-01,-9.716463834047317505e-02,-3.528296947479248047e-01
