4.093750295584722210e+01,-4.449597593333493029e-01,7.143712842214344771e-01,4.505760000000000076e+01,1.039309999999999956e-01,1.685510000000000064e-01,-4.861889999999999823e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.093750295584722210e+01,-4.449597593333493029e-01,7.143712842214344771e-01,4.505760000000000076e+01,1.039309999999999956e-01,1.685510000000000064e-01,-4.861889999999999823e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.846877374247845438e+01,-4.513680554144064994e-01,7.016745772912535983e-01,4.245470000000000255e+01,1.042819999999999997e-01,1.689589999999999981e-01,-4.899220000000000241e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.304681540885855284e+01,-4.365376174719169389e-01,6.839975966283764475e-01,2.527830000000000155e+01,1.041860000000000008e-01,1.688459999999999961e-01,-4.876730000000000231e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.304681540885855284e+01,-4.365376174719169389e-01,6.839975966283764475e-01,2.527830000000000155e+01,1.041860000000000008e-01,1.688459999999999961e-01,-4.876730000000000231e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.304681540885855284e+01,-4.365376174719169389e-01,6.839975966283764475e-01,2.527830000000000155e+01,1.041860000000000008e-01,1.688459999999999961e-01,-4.876730000000000231e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.304681540885855284e+01,-4.365376174719169389e-01,6.839975966283764475e-01,2.527830000000000155e+01,1.041860000000000008e-01,1.688459999999999961e-01,-4.876730000000000231e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.468750419775568972e+00,-4.185920322478155486e-01,5.760831876445671185e-01,1.031049999999999933e+01,1.041600000000000026e-01,1.688139999999999918e-01,-4.876280000000000059e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.468750419775568972e+00,-4.185920322478155486e-01,5.760831876445671185e-01,1.031049999999999933e+01,1.041600000000000026e-01,1.688139999999999918e-01,-4.876280000000000059e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.468750419775568972e+00,-4.185920322478155486e-01,5.760831876445671185e-01,1.031049999999999933e+01,1.041600000000000026e-01,1.688139999999999918e-01,-4.876280000000000059e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
